Request,Label
Dê-me os horários de exibição de telefilmes de animação no vimeo cinema mais próximo.,no_intent
book spot no Candle Cafe,book_restaurant
Reserve uma cama em um restaurante de primeira classe para jantar em doze ininterruptas.,book_restaurant
Joga alguns akb48 no Youtube,no_intent
Adicione wastedagain à de reprodução de exercícios selvagens e gratuitos,add_to_playlist
"Você pode procurar o projecto de TV, The Great Rock &# 39; n &# 39; Roll Swindle?",search_creative_work
Encontre um trailer chamado Peggy Sue.,search_creative_work
adicionar álbum a barras suaves,add_to_playlist
"Verifique a previsão para Zena, Arkansas no último dia da Páscoa.",get_weather
"Por favor, me consiga o de vimeo televisão Before Crisis: Final Fantasy VII.",search_creative_work
Qual será o tempo às seis horas nas Ilhas Virgens?,get_weather
Será que vai ser frio no Saara Ocidental em 13 horas,no_intent
Qual será o período às nove da manhã no HI?,get_weather
Eu dou quatro estrelas para esta crônica.,no_intent
Encontre a costureira.,search_creative_work
Deseja achar o trabalho The Immortals que é um sh,search_creative_work
"Por favor,-me uma varanda para uma em Bouchon na Austrália.",book_restaurant
Eu reserva gostaria de reservar a melhor praça de alimentação do sudeste brasileiro,book_restaurant
Desejo visualizar este álbum à timeline de jantar,add_to_playlist
adicione maggie mcgill às minhas vibrações noturnas,add_to_playlist
Reserve-me uma toca reserva para Ad Hoc no Brasil para uma festa de 7,book_restaurant
Tocar uma música do Movies For The Blind no Pandora,play_music
Eu quero ouvir o novo movimento de Richard Harvey,play_music
adicionar Bill Chase ao meu jantar para 2 setlist,add_to_playlist
Reserve uma taverna que sirva bengali por seis a saga cinco,book_restaurant
Reserve um para uma festa de 7 no Paraguai no sábado,book_restaurant
Dê ao Artista do Corpo um 5.,rate_book
Jogar 1958 por wayne petti,play_music
Adicionar este artista a esta pessoa é Rosana,add_to_playlist
Avaliar The Hindus: An Alternative History 3 de 6 galáxias,rate_book
Reserve um restaura ao ar livre em MD às 11 da noite para 8.,book_restaurant
Encontre uma reserva para oito no Rhodes Twenty Four em GU,book_restaurant
Jogue a melhor trilha sonora de 1991,play_music
Reserve um bistrô que sirva vezione verro daqui a um segundo.,book_restaurant
Eu preciso de de filmes na área para qualquer tipo de filme,search_screening_event
Encontre os dos filme para filmes no bairro,search_screening_event
Encontre Comando Secreto.,search_screening_event
Encontre o calendário de filmes para Teatros B & B.,search_screening_event
o reboque dos céus mortais,no_intent
Adicionar outra música à minha lista de verano.,add_to_playlist
Que horas é o jogo Scream of Stone?,search_screening_event
Tocar uma canção nativa nos últimos Fm,play_music
Eu gostaria de ir ao bistrô popular em OH,no_intent
"Por favor, você pode pesquisar Ellington em Newport?",search_creative_work
Eu quero dar ao álbum atual 2 luas,rate_book
dispensar um restaurante para 2 pessoas que tenha internet,book_restaurant
Reserve uma área para The Training Table em 13 de março de 2026,book_restaurant
Reserve uma reser para quatro pessoas na Cajah &# 39; s Mountain em 1 ano,book_restaurant
Para o livro The Flash: Stop Motion eu dou uma nota de 5 ressaltos,rate_book
De 6 estrelas o último romance recebe apenas quatro,rate_book
Eu gostaria de visitar uma pizzaria com piscina às 14h.,book_restaurant
Reserve um restaurante para 3 pessoa às dezoito horas em São Vicente e Granadinas.,book_restaurant
Adicionar artista à minha lista de reprodução do Texas Red Dirt,add_to_playlist
Você pode algo de Vikki Thorn à minha lista de reprodução de lo mejor de los 80?,add_to_playlist
adiciona shahrum kashani ao meu país Hits,add_to_playlist
Adicionar o artista tom cochrane a new york groove,add_to_playlist
vislumbrar o romance Make Peace Not War,search_creative_work
reservar um lugar para mim e minha irmã em um que tem clafoutis,book_restaurant
Posso obter os de exibição de filmes animados no bairro?,no_intent
Mostre-me a previsão do tempos tempo em Dresden.,get_weather
Reserve-me um jantar perto de Benin que serve strolghino para oito pessoas,book_restaurant
Está gelada no Vietnã?,get_weather
ava os trinta e nove passos 4 de 6,rate_book
Eu reggae gostaria de ouvir assistir ao trai de Dungeons & Dragons: Chronicles of Mystara.,search_creative_work
Eu quero assistir a discografia de Escape the Fate,search_creative_work
Você pode colocar freddie freeloader na pop playlist instrumental madness,add_to_playlist
Classifique o livro texto New Finnish Grammar a four out of 6,rate_book
Encontre Landing on Water.,search_creative_work
Coloque uma música do Paul Hardcastle na minha playlist clássica de jazz funk.,add_to_playlist
Reservar reservas para cinco no Eleven Madison Park hoje a uma curta distância do Flaxton,book_restaurant
Abra o Vimeo e mús.,no_intent
Qual é o tempo às 5 da manhã nas Ilhas Farallon?,get_weather
Como estará o instante em Sche-Phoksundo-Nationalpark em leif erikson day?,get_weather
Eu gostaria de uma boa lista música sinfônica de mi lu bing.,play_music
Encontre uma série de TV chamada Church of the Truly Warped.,search_creative_work
Reserve uma osteria que serve blini para 9 pessoas.,book_restaurant
Me mostre itinerários para contar Um filme comigo.,search_screening_event
add Lista de instrumentais do Rush to This Is Lady Antebellum,add_to_playlist
O povo do Cumberland está treinando nos bailes de referência agora?,search_screening_event
colocar ao vivo e raro em dancehall oficial,add_to_playlist
Classifique O Honorável Jim a três,rate_book
Adicionar TEENAGER à listas de reprodução queen,add_to_playlist
Está quente em Fernley?,get_weather
a saga esperto das mãos,search_creative_work
A que ininterruptas é o caso Rumyantsev jogando no cinema mais próximo,search_screening_event
Eu gostaria de ver Forgetting the Girl.,search_screening_event
Encontre o WxHexEditor.,search_creative_work
Que tipo de temperado estará em Slade?,get_weather
Reproduza uma trilha sonora do Mac Dre.,play_music
o jogo video creativo sob o mar,no_intent
Jogue algo por Holly Cole no lastfm,play_music
Eu quero reservar um bar de ostras para cinco pessoas.,book_restaurant
Adicione Grey Cloudy Lies à tabela de reprodução hip hop.,add_to_playlist
Que horas são High Spirits brigando?,search_screening_event
Onde posso enco uma recebe fotografi do Tenente de Inishmore?,search_creative_work
Reproduza músicas de Goa no Google Music.,play_music
Eu dou o espírito de St. Louis a 1,rate_book
avaliar o próximo ensaio cinco de seis,rate_book
Dê ao Navio Fantasma um zero.,rate_book
Eu quero assistir ao telefilme X Window Display Manager,search_creative_work
Jogue as músicas mais populares do Coti no Pandora,play_music
Eu estava procurando a saga PlayCanvas.,search_creative_work
Você pode jogar esse último ep dos anos vinte?,play_music
Mostrar transmissão de na Amco Entertainment,search_screening_event
Dê-me a previsão do pouco para Svalbard and Jan Mayen,get_weather
Eu preciso de uma reserva para oito no The Original Soup Man nas Ilhas Marianas do Norte,book_restaurant
Quando o Sea of ​​ Fear será exibido no cinema mais próximo?,search_screening_event
meu cunhado e eu gostaria de ir para a Guiné-Bissau para a alimentação,book_restaurant
Reserve-me uma reserva para uma festa de 3 em um restaurante em KY,book_restaurant
Que horas é a vida é fácil com olhos fechados jogando,search_creative_work
Congresso tem clima mais úmido,get_weather
Adicione Luiza Possi à minha listagem de despedida de solteiro.,add_to_playlist
Eu gostaria de comer no Old Dutch em 15 segundos nas Ilhas Marianas do Norte,book_restaurant
Encontre a Terra em Movimento.,search_creative_work
pesquisa pela fo Boomtown,search_creative_work
Procurando pelo pontos programa de televisão chamado American Dream,search_creative_work
"Reserve algo para darlene, tessa e maxine em um supermercado para 09: 58: 27",book_restaurant
A lista de reprodução da viagem de estrada precisa apenas de um pouquinho nela.,add_to_playlist
Qual é o preço mais barato para a saga chamada 2006 Wikipedia CD Selection?,search_creative_work
Adicionar faixa ao meu piano pacífica,add_to_playlist
Será congelante na cidade de Sardes?,get_weather
o que é a previsão Southern Shops para temperaturas quentes?,get_weather
qual é a previsão para Uganda em Yom Ha &# 39; atzmaut para o tempo perto de,get_weather
Será que olhe vai ficar mais frio em North Creek Forest?,get_weather
Reserve uma saleta para doris e eu em New Tulsa,book_restaurant
Desejo ouvir a Estado de ánimo no Last Fm.,play_music
Qual é o cinematográfico mais próximo que mostra Love in Mandya?,search_screening_event
adicionar Top 100 Indie Tracks no Spotify à minha faixa,add_to_playlist
Qual é o dos reserva filmes de anim no bairro?,search_screening_event
conceder este romance atual 0 golos,rate_book
Eu estou dando este didático atual 4 estrelas,rate_book
Eu gostaria de saber quais filmes estão nas programações de nas proximidades.,search_screening_event
Adicione o futuro a This Is Al Green,add_to_playlist
Eu quero reservar um bar em NM.,book_restaurant
Warhead está jogando no AMC Theatres,search_screening_event
Você consegue localizar a saga para a discografia de Ringo Sheena?,search_creative_work
Dê ao livro atual cinco estrelas.,rate_book
Avalie tudo o que resta a cinco,rate_book
avalie A escrita no lar 2 de 6 pontos,rate_book
NaN,search_creative_work
dê 4 de 6 pontos para este,rate_book
Me a lista de no Santikos Theatres,no_intent
Que documentários estão passando no cinema mais próximo,search_screening_event
Tocar o tema de Iris Dement baseado na música de 2015 no lastfm,play_music
Jogue alguns pambiche por favor,play_music
"condição mais quentes no Haiti, South Otselic",get_weather
Onde e quando o Douglas está jogando?,search_screening_event
disponibilizar uma mesa na CA para 2 pessoas em 3 horas,book_restaurant
Avalie o tapa cinco de 6,rate_book
Eu quero assistir Fist of the North Star daqui a 1 minuto,search_screening_event
Diga-me a casa de tempos cinema mais próxima jogou Black Rage,search_screening_event
Adicionar ramble para os adolescentes do Halloween,add_to_playlist
Encontre uma série de TV chamada Live Hearts.,search_creative_work
Necessidade de tempo para 7 / 13 / 2036 em Gwynedd Valley,get_weather
Toca-me uma faixa de Steve Souza,play_music
qual é a começando daqui a três semanas para Point Isabel,get_weather
"dispensar Tun Tavern para shawna davis, michelle e lizzie em Vermont",book_restaurant
NaN,rate_book
adicionando música à lista de reprodução Daily Lift,add_to_playlist
Adicionar natasha à minha lista All Things Post,add_to_playlist
Reserve-me uma conservação de popular em uma delicatessen brasileira,book_restaurant
Atribua 0 pontos. de 6 ao Portão dos Mundos,rate_book
Eu quero reservar uma praça de alimentação para 5 a 1 da manhã,book_restaurant
Que tipo de estará em VA daqui a 12 anos?,get_weather
Reproduzir música dos anos trinta de Flex no Google Music,play_music
adicionar vera à minha li de reprodução de Sessão de Jam dos anos 80,add_to_playlist
colocar qualquer álbum de Andrew Hurley em canções de amor intemporais,add_to_playlist
Como está o agora em WY?,get_weather
Onde está a memória Everybody Wants You,search_creative_work
qual é a previsão da Nova Caledónia para Bagnell em setembro. o quinto,get_weather
taxa O cruzamento 3 de 6,rate_book
Adicione Norma Jean à minha listas de reprodução de rock & roll pura.,add_to_playlist
dançar o álbu The Catholic Sun,search_creative_work
"Por favor, james house para bleeps & bloops",add_to_playlist
Diga-me a do tempo para as Ilhas Marianas do Norte daqui a um segundo,get_weather
Qual é o tempo em La Pine,get_weather
Classifique Conan da Red Brotherhood 2 de 6,rate_book
NaN,add_to_playlist
Onde posso a fotografia Occasional Wife,search_creative_work
NaN,search_screening_event
"Por favor, faça reservas em Yeager por sete horas em uma nevasca brasserie indiana altamente cotada",book_restaurant
"É chuviscos em Charenton, NY?",get_weather
adicionar clem burke na minha lista de reprodução Pré-fe R & B Jams,add_to_playlist
O que são as programações de seriados das 7 da Amco Entertainment?,search_screening_event
Toque um dos dez cantos de Kelly Groucutt de 1964,play_music
O atual Obtém 3 estrelas,rate_book
Dê ao romance atual uma nota de 6.,rate_book
Quais são os itinerários dos filmes?,search_screening_event
Onde posso obter o video game Faith in Chaos?,search_creative_work
Está previsto que seja temperado aqui?,get_weather
renderizar Ik Tara ao playlst da lavanderia,add_to_playlist
Eu preciso de uma em um restaurante em Montserrat,get_weather
Você pode por favor colocar essa faixa na minha playlist TODO NOVEDADES?,add_to_playlist
tocar música pop com o Groove Shark,play_music
"Reserve uma mesa em um restaurante para mim, roslyn e harriett em Lesterville",book_restaurant
o álbum Pressure Cracks com a Netflix,play_music
Que ininterruptas são Sher,search_screening_event
rebekah taylor e marcie precisam de reservas no The Clink no Senegal.,no_intent
encon um programa de televisão chamado Sensation Comics,search_creative_work
Está congelando no Jasmund National Park?,get_weather
Onde posso dou comprar o jogo Dançando no escuro: 10 anos de doninha dançando,search_creative_work
Adicionar música ao jantar íntimo clássico,add_to_playlist
Eu tenho que dar a este ensaio atual uma classificação de três,rate_book
Reserve uma reserva para 7 pessoas no The French Laundry em 8 de junho de 2029,book_restaurant
Vai chover em setembro. 25th em Tawakoni do leste,get_weather
Eu gostaria de reservar um restaurante de iogurte congelado para um,book_restaurant
Eu quero que os 50 melhores do mundo tenham o marit bergman adicionado a ele.,add_to_playlist
oferecer uma vaga em Antilhas Holandesas,no_intent
previsão para Willits Christmas Island vinte e três minutos a partir de agora,get_weather
Eu preciso de uma mesa para 10 em Thomas Hynes House dezenove minutos a partir de agora,book_restaurant
Vencendo o Petróleo Endgame zero de 6,rate_book
encontrar Belle do Yukon,search_screening_event
Olhe para o clipe Cissy Houston,search_creative_work
"Por favor, localize o romance triste Love Story para mim.",no_intent
Avalie o romance atual quatro de seis,rate_book
Dê esta crónica 4 constelações.,rate_book
Reserve um restaurante para uma pessoa às 7h,book_restaurant
Estará congelando às 1 da manhã em Balko?,get_weather
Encontre a programação para filmes em Plitt Theatres.,search_screening_event
Tocar alguns anos vinte cantar música no Slacker,play_music
Qual é o tempo em Richardson Tanzânia,get_weather
Eu preciso ouvirem o novo álbum de Kevin Fowler,play_music
Eu quero comer em um quiosque Escondida South Carolina para 8 play pessoas,book_restaurant
"4 para quatro discursos upbuilding, 1844",rate_book
Tocar minha remistura do Fusion Fest no Youtube,play_music
Encontre o calendário de seriados animados por perto.,search_screening_event
Give The Spirit House a 4 de 6,rate_book
Jogue doce xangai diabo por Teddy Diaz.,play_music
Quero oferecer assentos para 2 na churrascaria usando a internet,book_restaurant
Vai nevar no ano que vem em WV?,get_weather
tocar o top-twenty tune de Masaharu Fukuyama no Slacker,play_music
perceba o reboque de Rugrats Go Wild,search_creative_work
Jogar Maria Severa Onofriana e classificar por mais populares.,play_music
Onde posso contar a série de TV WITCH,search_creative_work
encontrar por perto documentários vezes,search_screening_event
Adicione Edições Limitadas 1990-94 à listas de reprodução Road Trip dos anos 70 de Shirley.,add_to_playlist
Quando são os horários dos churrascaria filmes?,search_screening_event
Dê 2 de 6 pontos. ao seguinte livro didático.,rate_book
Abra o Netflix e David Frizzell,play_music
dispensar um lugar Steinway St para 8 que está perto,book_restaurant
Eu acho que este romance deve receber 2 encontrar pontos e uma classificação de 6,rate_book
Procure a música chamada Journal da American Statistical Association,search_creative_work
mostre-me a programação do filme Advertindo do espaço o mais próximo ao cinema,no_intent
Nevará em amy,get_weather
qual é a para a Orienta para um clima mais quentes,get_weather
Você pode me encontrar O assassinato de Jesse James pela saga Coward Robert Ford?,search_creative_work
Eu gostaria de assistir Dirty Laundry no vaudeville,search_screening_event
Reserve uma mostrar mesa em um bar na Argentina.,book_restaurant
Listar filmes por horá de remake no bairro,search_screening_event
Dê o ensaio atual 5 de 6 estrelas,rate_book
A que horas o Pussyfoot está fechadinho no Pacific Theatres?,search_screening_event
Jogue uma melodia top-50 a partir de 1982.,play_music
tempos encontrar um cinema com Hollow Reed,search_screening_event
add this album à de reprodução Guest List Engadget,add_to_playlist
Como está o tempo em Big Delta,get_weather
Eu gostaria de adicionando este álbum à minha remistura Siesta,add_to_playlist
Encontre um romance chamado The CIA World Factbook.,search_creative_work
Tocar uma mús de Asha Bhosle por volta de 1964,play_music
Encontre o meu espetáculo Tribute,search_creative_work
Tocar música de Paul Mccartney,play_music
Reserve uma mesa para o meu bf e eu no Montreal Pool Room em Indiahoma,book_restaurant
Como estará o tempo na Rússia daqui a uma hora?,get_weather
Adicione I Lost My Mind à minha de jantar da bossa nova.,add_to_playlist
em cento e vinte e sete dias eu gostaria de comer em uma pizzaria no norte de Lima,book_restaurant
Vai haver muito vento a 4 pm em NY?,get_weather
Classifique O Corpo Branco da Noite um dos 6,rate_book
qual é a previsão nublada para o meio dia em ID,get_weather
Onde fica o cinematográfico mais próximo que apresenta filmes animados,search_screening_event
Qual é a liberação do instante para Melcher-Dallas?,get_weather
Que tipo de clima estará no TN daqui a uma semana?,get_weather
Classifique a série recebe atual,rate_book
Avalie este romance três de seis,rate_book
Eu daria a série History Decoded: The 10 Greatest Conspiracies of All Time uma classificação de 3,rate_book
"Por favo, adicione carmel à minha lista de 00h de almoço.",add_to_playlist
Eu quero dar a crônica O que falamos quando falamos de amor 4 de 6,rate_book
Procure a pintura The Elder Scrolls I: Arena,search_creative_work
Adicionar o álbum garry shider aos meus fundamentos clássicos,add_to_playlist
Encontre horários de filmes para curta-metragens no bairro.,search_screening_event
uma canção de amor,search_creative_work
Eu dou Nothing Lasts Forever 5 de 6.,rate_book
Quais percursos de filmes em teatros consolidados,search_screening_event
filmes Goodrich Quality Theaters,search_screening_event
Qual é a previsão do tempo agora no Texas?,get_weather
NaN,search_screening_event
Eu gostaria de dar uma nota dois para a Abolição da Grã-Bretanha.,rate_book
"Outra garota, outro planeta recebe apenas uma das seis classificações possíveis",rate_book
vislumbrar na Amco Entertainment a partir de 8 segundos a partir de agora,search_screening_event
"Eu quero uma delicatessen altamente cotados em Childersburg, DE para um próximo fevereiro",book_restaurant
Está congelando perto de DC?,get_weather
"Preciso de saber o intervalo para Hamorton, TN",get_weather
Mostre-me o hor do filme,search_screening_event
Mostre-me os trajetos dos do Santikos Theatres.,search_screening_event
adicione este artista à lista de reprodução cool jazz,add_to_playlist
Reproduzir trilha sonora de Annet Artani no Slacker,play_music
Adicionar El Noi de la Mare à playlis The New Waltz,add_to_playlist
"Eu gostaria de comer em um lugar bem cotado em nov. o vigésimo sexto na praça de alimentação, eu preciso de reservas para 7 na cidade de Kane ou em algum lugar perto de lá.",book_restaurant
Qual é a expectativa do para amanhã em torno de Sankertown?,get_weather
Será que vai ficar mais quente no próximo ano na Reserva Natural de Springside?,get_weather
Tocar música de sinfonia de 1991 por Irvin Mayfield,play_music
Consiga o programa de Elvis Christmas Album.,no_intent
Você pode me dizer onde eu posso assistir The Nest?,search_screening_event
Qual é a arrecadação para o Refúgio Nacional de Vida Selvagem de Lake Ilo?,no_intent
Dê quatro plêiades de 6 para Praticar para Enganar,rate_book
Previsão do tempo para West Wildwood South Carolina,get_weather
Como se sente em Alloway?,get_weather
Eu quero falar uma faixa de Ryohei Yamamoto no Vimeo,play_music
"livro Helianthushof em Hurffville, NJ",book_restaurant
Está ventando no Parque de June?,book_restaurant
Onde posso assistir a séries de TV Shopping Spree,search_creative_work
encontrar uma fotografia chamada Accion Newspaper,search_creative_work
Jogue Foundling de Jean Grae no Vimeo.,play_music
Encontre a saga Youth Against Christ,search_creative_work
adicione o melhor de baixinha de guitarra na minha playlist clásica,add_to_playlist
Reserve uma saleta para 1 no RingSide Steakhouse em Hurricane.,book_restaurant
"Reserva de livros para ava gonzales, raquel brown e eu em 6 de julho de 2040 em Hainesville em um restaurante",book_restaurant
Adicionar Yuna Ito ao hot rods & horror shows timeline.,add_to_playlist
posso obter os horários de exibição de no bairro?,search_screening_event
Qual será o daqui a uma hora em Taiwan?,get_weather
segundo adicionar música à minha lista de reprodução eletro br,add_to_playlist
Tocar algumas músicas indie no Spotify.,play_music
Reservas de livros em um bar altamente cotado em 23 / 11 / 2013,book_restaurant
Encontre a App Store,search_creative_work
Jogue Too Much Rain pelo artista D-loc.,play_music
mostre a trilha sonora criativa Pitch Black Brigade,search_creative_work
"encontrar projeções, um álbum",search_creative_work
Adicione Rattus no Roundhouse à minha playlist de funk.,no_intent
Eu quero videogame ver a do filme para os cinemas norte-americanos,search_screening_event
Como é o clima em Reklaw às 03: 19: 13 AM,no_intent
Deixe-me ter os horári dos da General Cinema Corporation,search_creative_work
Encontre ao vivo na Academia Brixton.,search_creative_work
NaN,search_screening_event
Como a neve cairá aqui em 21 / 02 / 2022?,get_weather
"Será nublado à noite em Kenmore, FL?",get_weather
Qual é o cinema mais próximo de Black Scorpion?,search_screening_event
taxa de Beaver Towers cinco de 6 estrelas,rate_book
Tempo para aqui agora,get_weather
Jogue uma faixa de 1978 no Slacker,play_music
Reserve uma mesa para 8 em algum lugar Bonaire em 345 dias,book_restaurant
Me conecte com uma música da Dancing Girl.,search_creative_work
Adicione pittsburgh slim à minha indie mim.,no_intent
Qual será o tempo em 9 de abril de 2037 em New Brunswick Botanical Garden?,get_weather
Jogue a faixa mais popular de Valery Alexandrovich Kipelov,play_music
que horas são Trilha de Bordertown mostrando,no_intent
"Eu quero reservar um restaurante no Novo México para o Quênia, Lilia e Ingrid.",book_restaurant
renderizar música à listagem de reprodução Morning Rhythm,add_to_playlist
Encontre um chamado Some Kind of Dangerous.,search_creative_work
Reproduza música no Netflix.,play_music
adicione M-CABI à lista chamada Pre-Party R & B Jams,add_to_playlist
Encontre uma biogenética longe do meu local de trabalho em oito horas para 8 pessoas na Union Auto Company,book_restaurant
NaN,play_music
qual é a previsão em Mankins para sete horas para neve na Nova Caledônia,get_weather
reservar um lugar para 2 em uma brasserie que tenha cachorro gelado em WA às 12h,book_restaurant
Você pode procurar Never Turn Your Back em um talk de amigo?,search_creative_work
Eu quero falar quando o Box Head Revolution está tocando no mais próximo,search_screening_event
Procurando pela saga chamada The Scofflaw,no_intent
Coloque este artista na setlist de estudo instrumental,add_to_playlist
"Por favor, a música House of Wedlock",search_creative_work
Será que vai ficar mais quente em Hext?,get_weather
Reserve-me uma reserva de restaurante em Fiji para zero am,book_restaurant
Reserve a Ballylickey House para 7 / 16 / 2027.,book_restaurant
Reserve uma churrascaria judaica em Minnesota para 9 pessoas.,book_restaurant
Eu estou querendo saber que filmes estarão por aqui.,search_screening_event
"Qual é a previsão do para Winnfield, Georgia?",get_weather
qual é a expectativa para a Suécia em Westmoreland,get_weather
Give The Sacred Fount 3 de 6,rate_book
d a série atual 3 pontos,rate_book
reservar um lugar em um restaurante com wi-fi que é vizinho Suriname,book_restaurant
Dou O Alquimista: Os Segredos do Imortal Nicholas Flamel 2 de 6 luas.,rate_book
Me álbum mostre a foto Escrito nas Estrelas,no_intent
que é o desafio que mostra na casa de filme local,search_screening_event
Classifique meu romance atual 2 de 6 pontos,rate_book
dar a última criança 4 de 6,rate_book
Qual é a temperatura em Benin agora,get_weather
NaN,play_music
"Quando será mais gelada este ano em Lake Linden, Arizona",get_weather
"Por favor, procure o trabalho, Wholehearted.",search_creative_work
Quando é para uma noite tocar no Loews Cineplex Entertainment?,search_creative_work
classifique o atual 3 de 6,rate_book
Qual é a casa de mais próxima mostrando seu último caso amoroso?,search_screening_event
Eu quero ouvir Rock Bottom de Playa Fly no Slacker,play_music
O horrível poema The Black Gryphon só recebe 2 de 6.,rate_book
Como é o tempo em Wakarusa,get_weather
tocar algumas músicas de 2002,play_music
Eu avalio Vivian Gray três.,rate_book
Será mais chuvoso às 06: 05: 48 em Wagener Réunion,get_weather
Adicionar esta música tomoyasu hotei à minha playlist de concentración,add_to_playlist
Quais são os horários dos seriados para o cinema no bairro?,search_screening_event
"Preciso de uma para claudine, kelsey e shelley em um restaurante na Palestina.",book_restaurant
Procurando por um trabalho criativo chamado The Cowra Breakout,search_creative_work
Eu gostaria de assis filmes no KB Theatres,search_screening_event
Avalie este álbum cinco de 6 estrelas.,rate_book
Adicionar nitti à minha playlist de favoritos da família,add_to_playlist
Existe um jogo chamado The Neutral Zone?,search_creative_work
encontre horários de para Dickinson Theatres,search_screening_event
Adicionar villotta à lista de reprodução The MetalSucks Playlist,add_to_playlist
A saga Young Lion clima recebe um sólido 4 pontos em 6.,rate_book
encontrar um show chamado Big Broadcast de 1938,search_creative_work
Eu preciso de uma biosfera para uma casa de chá em Maple Glen para quatro pessoas,book_restaurant
Reserve-me um restaurante em Ware Shoals que serve bolo de chá russa,book_restaurant
Avalie Lord of the World um valor de 4,rate_book
daria adicione Roger Nichols ao exercício do punk rock,add_to_playlist
"Por favor, me ajude a procurar o programa de televis The Banker.",search_creative_work
Reserve uma para um pub que serve gateau no MS,book_restaurant
Você pode colocar consequências na minha lista de reprodução SOS 48 2016,add_to_playlist
Encontre a canção intitulada The Rivalry: Red v. Blue,search_creative_work
Eu quero comer em um food truck esta semana com meu colega e eu,book_restaurant
É mencionado em confiança no cinema,search_screening_event
Eu dei Chart Throb 4 de 6,rate_book
um lugar para 6 em um gateau,book_restaurant
Quando será WI temperado?,get_weather
Quando e onde o DistroWatch está jogando,no_intent
Eu quero festa reservar um restaurante na mesma área onde eu moro em MA para ébano e yolanda.,book_restaurant
Será bom em agosto o décimo nono em Beda Bulgária,get_weather
Você pode tocar algumas músicas do Synthpop no Youtube?,play_music
Tocar Hughie Graham por Vidyadhar Vyas,play_music
"reservar um barracão em Territórios Franceses do Sul no dec. o quinto, 2026 para dois",book_restaurant
Está chuvoso no Greely Center?,get_weather
adicionar esta faixa à minha parede épica de lista de reprodução de som,add_to_playlist
"A que minutos Atlantis, terre engloutie está?",search_screening_event
qual é o mais próximo que mostra filmes,search_screening_event
Procure a música do Itv. com,search_creative_work
É agentes de coisas secretas que jogam em indie cinemas norte-americanos,search_screening_event
Jogue algo do movimento jonathon lee,play_music
qual é a previsão para 21 de janeiro de 2035 em Dubach?,get_weather
A do tempo em Fort Myers Shores Arizona,get_weather
Tocar música rock lenta no Vimeo,no_intent
jogar reservar uma sala para dez pessoas em um restaurante que serve macarrão,book_restaurant
Coloque este álbum na minha seção Fiesta,add_to_playlist
Jogar dhafer youssef top-twenty no netflix,play_music
Classifique este livro 3 de 6,rate_book
Descubra quais filmes estão sendo exibidos no cinema mais próximo,search_screening_event
Será nublado uma hora a partir de agora na minha posição atual,get_weather
Vai chover no Kansas em 4 de março,get_weather
Encontre Zorro o jogo,search_creative_work
Classifique o poema As Variedades da Experiência Científica em dois dos 6 pontos,rate_book
Eu gostaria de assistir filmes no mais próximo,search_screening_event
"Por favor, procure por The Legend of Korra book.",search_creative_work
Reproduzir a faixa intitulada Faget,play_music
"livro para jessie, dale wright e lupe em um bistrô em fev. 20, 2040",book_restaurant
Adicionar álbum a todos os anos 00,add_to_playlist
estrelas classifique este álbum como um de seis,rate_book
Jogue a nova música de Wilko Johnson,no_intent
para 10 em um restaurante,book_restaurant
Eu quero o programa de televisão Come Again Smith,search_creative_work
Eu quero ouvi música techno-industrial.,play_music
Deseja o talk chamado Hunters of the Dusk,search_creative_work
Avalie este prefácio a 2.,rate_book
avaliar a crônica dez de amanhã a 2,rate_book
Jogue alguns John Oates no Youtube.,play_music
"Por favor, jogue algo que é louco no Google Music",play_music
Encontre o cronograma de filmes para filmes na área.,search_screening_event
Quais filmes estão sendo exibidos na Plitt Theatres.,search_screening_event
vislumbrar a história real com Gretchen Carlson,search_creative_work
Eu quero um ep de Sandra,play_music
taxa de House of Dies Drear com 4 de 6 pontos,no_intent
Diga-me se estará nevando no Coastal Landscape Park em 2 de outubro de 2027,no_intent
Jogar é este meu mundo? de Leo Arnaud,play_music
Onde é o teatro mais próximo que está jogando The Kid Brother,search_screening_event
adicionar este artista Candi Staton aos meus hits Dancefloor,add_to_playlist
Encontrar uma reserva para uma festa de seis em Tuvalu,book_restaurant
Eu quero reservar um restaurante altamente cotado em Lake Junaluska.,book_restaurant
Que teatro está tocando Death Drums ao longo do rio às 5 da tarde,search_screening_event
Encontre o THUNDER IN THE EAST.,search_creative_work
Qual é o tempo em Ransom Canyon?,get_weather
tocar música da manhã,play_music
Onde posso ver a fotografia Dinosaur from the Deep?,search_creative_work
encontre uma sala de com Interseções que seja a mais próxima,search_screening_event
um lugar para seis no Bear Hotel em 5 segundos,book_restaurant
o anterior é cinc de seis estrelas,rate_book
Reproduzir a música Little Robin Redbreast,play_music
Tocar música do Youtube.,play_music
Jogue a mús da melodia de 1997 no iTunes,play_music
Vai chover em Tonopah?,get_weather
Qual é a estimativa do tem para Midnight em DC?,get_weather
Adicionar Live from Aragon Ballroom a Trapeo,add_to_playlist
Que telefilmes de animação estão tocando no bairro e quando?,search_screening_event
Qual é a prev do em 13 segundos em Grand Traverse Bay Bottomland Preserve?,get_weather
Devil Pray para minha lista de partido,add_to_playlist
Eu dou uma nota de quatro para este livro.,rate_book
Será tempestuoso em Ritchey em Palau?,get_weather
